1993	-235.5	-1200.5
1984	-219	-1202
1982	-207.5	-1202.5
1978	-187	-1202
1982	-171	-1201
1968	-156	-1203
1972	-149	-1201
1965	-135	-1200
1967	-125.5	-1201.5
1967	-115	-1200
1954	-100	-1202
1956	-80	-1202
1929	24	-1202
1924	89	-1201
1916	95	-1200
2178	-1092	-1196
2180	-1084	-1197
2177	-1073	-1195
2180	-1066	-1193
2181	-1057	-1199
2174	-1045	-1194
2174	-1034	-1192
2171	-1024	-1193
2170	-1014	-1193
2164	-1002	-1194
2163	-994	-1192
2162	-983	-1196
2161	-975	-1192
2160	-964	-1195
2157	-954	-1198
2159	-946	-1194
2152	-934	-1193
2152	-926	-1199
2144	-913	-1192
2145.5	-905.5	-1195
2141	-894	-1198
2144	-888	-1194
2137	-876	-1198
2134	-866.5	-1194.5
2134	-857	-1194
2133	-848	-1198
2128	-838	-1190
2127	-829	-1195
2122	-819	-1197
2123	-802	-1191
2117.5	-796	-1195
2115	-783	-1192
2114	-774	-1195
2110	-765	-1195
2108	-755	-1193
2107	-748	-1190
2104	-738	-1192
2103.5	-725.5	-1194.5
2097	-711.5	-1194
2097	-704	-1199
2102	-706	-1191
2095	-694	-1195
2098	-688	-1195
2087	-676	-1198
2091	-677	-1190
2088.5	-665	-1195
2088	-653	-1195
2084	-644	-1195
2083	-628	-1197
2080	-618	-1194
2075.5	-605.5	-1193.5
2075	-594	-1193
2072	-585	-1197
2071	-576	-1192
2068	-569	-1195
2064.5	-556	-1196.5
2064	-544	-1199
2062	-536	-1195
2063	-528	-1193
2059	-520	-1195
2052	-506.5	-1195.5
2051	-495	-1196
2051	-488	-1197
2049	-479	-1192
2044	-463	-1196
2045.5	-455.5	-1194.5
2044	-448	-1195
2041	-439	-1194
2036	-423	-1193
2029	-415	-1198
2036	-416	-1192
2031	-407	-1192
2025.5	-395.5	-1194
2024	-384	-1196
2025	-377	-1194
2028	-366.5	-1194.5
2018	-354	-1190
2011	-346	-1195
2012	-332	-1194
2007	-324	-1197
2015	-325	-1192
2008	-317	-1197
2006	-306	-1193
1999	-295	-1196
2006	-296	-1191
2004.5	-285	-1197.5
1999	-274	-1197
1996	-267	-1193
1994	-256.5	-1194
1995	-246.5	-1193
1991	-233	-1192
1989	-225	-1193
1988	-215	-1197
1991	-211	-1191
1985	-205	-1192
1981	-194	-1193.5
1984	-184	-1196
1979	-177	-1197
1984	-171	-1192
1979	-163	-1191
1977	-157	-1199
1973.5	-146	-1193.5
1971	-136	-1194
1966.5	-125.5	-1192
1965	-115	-1190
1964	-108	-1199
1957	-94	-1196
1962.5	-97	-1193.5
1957	-87	-1195
1954.33	-75.3333	-1194
1953	-66	-1198
1944	-51	-1199
1951	-55.5	-1194.5
1945	-45	-1198
1946.25	-35	-1194.25
1943	-24	-1199
1943	-17	-1194
1940	-4	-1190
1926	28	-1195
1933	24	-1195
1928	34.5	-1197
1932	31	-1192
1925.5	43	-1197
1923.5	54	-1194
1930	57	-1193
1922	65	-1197
1930	65	-1193
1925	75	-1193.5
1931	72	-1190
1924	85	-1191
1914.5	95	-1195.5
1923	95.5	-1191.5
1914	103	-1194.5
1912	118	-1191
1910	125	-1190
1907	144	-1193
1905.5	154.5	-1193.5
1902	177	-1190
1894	186	-1193
2181	-1094	-1187
2178	-1084	-1186
2180	-1075	-1186
2181	-1066	-1183
2178	-1055	-1186
2181	-1048	-1182
2172	-1024	-1183
2171	-1015	-1183
2164	-1002	-1184
2162	-993	-1181
2162	-983	-1186
2164	-976	-1183
2164	-966	-1187
2158	-955	-1188
2161	-947	-1185
2154	-935	-1184
2149	-925	-1187
2146	-914	-1182
2143	-895	-1189
2144	-888	-1185
2137	-876	-1188
2137	-868	-1181
2135	-858	-1184
2132	-848	-1187
2122	-827	-1182
2123	-815	-1188
2125	-803	-1182
2117	-792	-1181
2116	-783	-1182
2113	-773	-1184
2114	-766	-1187
2112	-756	-1185
2110	-749	-1182
2105	-739	-1183
2104.5	-726	-1185
2104	-714	-1183
2102	-706	-1181
2098	-695	-1187
2095	-687	-1183
2095	-679	-1183
2090	-670	-1187
2091	-662	-1186
2089	-653	-1186
2082	-643	-1184
2085	-636	-1189
2080	-627	-1186
2079	-611	-1186
2082	-619	-1186
2076	-602	-1184
2078	-595	-1185
2073	-585	-1188
2071	-577	-1182
2068	-561	-1188
2070	-569	-1186
2067	-553	-1189
2071	-554	-1182
2064	-544	-1188
2065	-537	-1187
2061	-524.5	-1184.5
2055	-511	-1189
2051	-503	-1184
2051	-495	-1187
2053	-488	-1188
2048	-475	-1185.5
2047	-464	-1188
2048	-456	-1181
2045	-448	-1185
2042.5	-436.5	-1184
2039	-424	-1185
2036	-416	-1182
2032	-408	-1183
2029	-393	-1187
2030	-400	-1185
2029	-385	-1188
2028	-378	-1187
2025	-366	-1183.5
2021	-355	-1183
2012	-346	-1186
2009	-339	-1186
2016	-336	-1183
2013	-325	-1181
2007	-317	-1187
2011	-311	-1189
2005	-302	-1181
2008	-296	-1183
2005	-284.333	-1185.67
2002	-275	-1185
2000.5	-264.5	-1187.5
1997	-253	-1185
1995	-237.333	-1185.33
1994	-226	-1186
1986	-219	-1184
1987	-205	-1183
1986	-194.5	-1187
1984	-184	-1187
1984	-174	-1186
1979	-163	-1182
1975	-157	-1188
1976.5	-146	-1185.5
1973	-136	-1186
1968	-122	-1183
1971	-129	-1185
1970	-115	-1184
1964.5	-108	-1185.5
1962	-100	-1188
1958	-87	-1187
1957	-76.5	-1184
1955.5	-66	-1185
1953	-55.5	-1186
1946	-45	-1189
1952	-46	-1183
1948	-35	-1181.5
1943	-24	-1185.5
1943	-17	-1185
1942	-8	-1184.33
1940	3	-1187
1940	10	-1186
1932.75	25.25	-1186
1932.25	35.5	-1185
1928	44	-1188
1930	45	-1184
1928	54.6667	-1184.33
1925.5	65	-1183
1934	65	-1186
1922.5	76.5	-1182.5
1930	72	-1181
1922.67	85.3333	-1182.67
1921.5	97	-1185
1918	108	-1186
1920.5	103.5	-1184.5
1916	115	-1185
1923	112	-1181
1914	124.667	-1184.33
1911.5	134	-1186
1909	144.5	-1184.5
1911	145	-1186
1908	156	-1183.5
1912	151	-1187
1903.25	163.5	-1184.25
1902.75	173	-1183
1897	184	-1185.5
2185	-1096	-1179
2179	-1084	-1176
2181	-1075	-1176
2183	-1067	-1174
2180	-1056	-1177
2180	-1047	-1171
2172	-1033	-1180
2173	-1025	-1173
2175	-1017	-1175
2160	-1000	-1171
2163	-984	-1176
2162	-975	-1171
2165	-967	-1178
2162	-957	-1180
2158	-946	-1173
2158	-937	-1176
2150	-925	-1177
2147	-915	-1172
2146	-906	-1180
2146	-896	-1180
2144	-888	-1174
2141	-877	-1180
2138	-868	-1171
2138	-859	-1175
2133	-844.5	-1175.5
2129	-838	-1180
2125	-828	-1173
2126	-814.667	-1176.67
2126	-803	-1172
2122	-793	-1173
2119	-785	-1174
2115	-774	-1175
2115	-767	-1177
2114	-757	-1176
2113	-750	-1174
2107	-739	-1174
2105	-726.5	-1175.5
2104	-714	-1173
2104	-707	-1173
2100	-695	-1178
2099	-689	-1175
2094	-674.5	-1176
2093	-662	-1177
2091	-654	-1177
2085	-644	-1176
2083	-636	-1177
2082	-628	-1177
2083	-615.5	-1177
2078	-602	-1176
2080	-596	-1176
2070	-585	-1177
2075	-578	-1175
2068	-561	-1177
2070	-570	-1176
2071	-554	-1172
2064	-544	-1179
2064	-537	-1176
2059	-527	-1171
2057	-515.5	-1177
2056	-504	-1178
2050	-495	-1176
2048	-487	-1176
2048	-475	-1175.5
2047	-464	-1179
2044	-448	-1175
2043	-436	-1174.5
2039	-424	-1175
2039	-417	-1174
2036	-405	-1177.5
2031	-393	-1179
2028	-385	-1178
2029	-378	-1177
2028	-366.5	-1175.5
2027	-356	-1176
2014	-347	-1178
2014.5	-336	-1173
2008	-317	-1178
2010	-311	-1179
2009	-303	-1174
2012	-297	-1175
2007	-285.5	-1174.5
2012	-289	-1171
2005	-275	-1172
2001.67	-263.333	-1176
1998	-254	-1176
1998	-247	-1180
1997	-236.5	-1174.5
1991	-226	-1175
1988.33	-213.667	-1176
1986	-205	-1173
1986.5	-194.5	-1177.5
1984	-184	-1177
1980.5	-174	-1175
1980	-163	-1172
1976	-157	-1179
1975.5	-146	-1176
1973	-136	-1177
1972	-126	-1176.5
1969	-115	-1173
1966	-103.333	-1174.67
1961	-94	-1180
1971	-95	-1176
1962	-87	-1180
1957.5	-76.5	-1174.5
1956	-66	-1172
1955	-56.6667	-1175.33
1953	-46	-1174
1949	-32	-1173
1952	-38	-1173
1949	-24	-1175
1946	-17	-1177
1951	-18	-1171
1946.5	-7	-1174.5
1944.5	3	-1175
1941.5	13.5	-1175.5
1935.25	23.5	-1175.25
1934.67	34.6667	-1175.33
1931.25	44.5	-1175.75
1929	56.3333	-1174.67
1933	51	-1177
1927.33	65.3333	-1173.67
1924	76.5	-1174
1922.5	85.5	-1174
1930	85	-1176
1922.67	95.3333	-1177
1917.67	105	-1174.67
1915	116.5	-1175
1914.33	124.333	-1175
1913.5	135.5	-1175.25
1908	144.5	-1175
1912	145	-1177
1909	154.333	-1175.67
1906.33	164	-1175.33
1903.6	176	-1174.2
1904.33	186	-1175.67
2177	-1092	-1164
2178	-1084	-1165
2180	-1075	-1165
2181	-1066	-1162
2185	-1059	-1169
2172	-1034	-1170
2177	-1027	-1164
2168	-1004	-1165
2160	-993	-1170
2162	-983	-1165
2155	-962	-1161
2155	-954	-1166
2162	-948	-1165
2154	-935	-1164
2149	-925	-1166
2146	-914	-1162
2147	-906	-1170
2139	-893	-1166
2140	-886	-1161
2143	-878	-1165
2130	-856	-1161
2134	-849	-1168
2126.5	-825	-1166.5
2123	-794	-1164
2119	-785	-1164
2116	-775	-1166
2114	-767	-1167
2113	-757	-1165
2113	-745.5	-1165.5
2107	-731	-1168
2104	-722	-1162
2107	-715	-1165
2105	-707	-1163
2103	-696	-1169
2100	-689	-1166
2095	-675	-1166
2090	-662	-1165
2092	-654	-1168
2087	-645	-1167
2087.5	-637.5	-1165.5
2083	-628	-1168
2079	-611	-1166
2083	-619	-1167
2078	-602	-1166
2080	-596	-1166
2076	-586	-1170
2077	-578	-1166
2069	-561	-1168
2073	-570	-1168
2072	-554	-1163
2066	-544	-1170
2064	-537	-1166
2061.5	-524.5	-1166
2058	-511.5	-1165.5
2053	-503	-1166
2054	-496	-1169
2053	-488	-1169
2049	-479	-1162
2050	-471	-1165.5
2048	-464	-1169
2050	-464	-1161
2046.5	-455.5	-1166
2044	-448	-1166
2040.5	-435.5	-1164
2037	-424	-1165
2041	-417	-1166
2033.5	-404.5	-1166
2034.5	-394	-1166
2032	-385.5	-1166
2029	-378	-1168
2030	-371	-1165
2029	-363	-1168
2023	-355	-1164
2017	-347	-1170
2021.5	-344.5	-1163.5
2011	-332	-1165
2010	-325	-1170
2009	-317	-1169
2011.5	-311	-1165
2009	-303	-1165
2009	-297	-1164
2007	-282	-1162
2007	-275	-1164
2004.5	-264.5	-1166.5
2004	-254.5	-1166
1997	-247	-1166
1995.5	-236	-1164
1993	-226	-1167
1989	-215	-1164.5
1990	-205	-1166
1988	-191.5	-1165
1990	-198	-1170
1986	-185	-1169
1981	-174	-1166
1978	-163	-1162
1976	-157	-1170
1976	-146.5	-1166.5
1974	-136	-1168
1970.5	-126	-1165.5
1971	-115	-1165
1966.5	-104.5	-1163
1962	-94	-1162
1958	-87	-1168
1961	-87	-1161
1957	-76.5	-1165
1957	-66	-1163
1956	-56	-1164.5
1954	-46	-1166
1953	-35	-1165.5
1951	-24	-1167
1946	-11	-1165
1954	-18	-1163
1948	-4	-1167
1940	7	-1161
1939	15	-1169
1942.67	12.3333	-1164.67
1934.33	24.3333	-1164.33
1935.25	34.75	-1165.25
1929	48	-1167
1933	43	-1164
1933.25	54	-1164.25
1925	65.5	-1163.5
1931	65	-1166
1926	75	-1166.33
1924.67	85.3333	-1165.33
1919	99	-1165
1923	93.5	-1168.5
1917.67	105	-1165.67
1917	113.5	-1167.5
1920.5	115.5	-1165
1915.33	124.667	-1166.67
1923	126	-1161
1915.67	135	-1165.33
1914	144.75	-1166.75
1908.5	156	-1166
1914	152	-1170
1905.67	163.667	-1166
1906	174	-1164.67
1905	182.5	-1166
1648	1325	-1164
1652	1321	-1163
1645	1341	-1161
1640	1366	-1164
2178	-1084	-1154
2179	-1074	-1154
2182	-1067	-1152
2182	-1057	-1157
2179	-1047	-1160
2171	-1033	-1159
2174	-1025	-1153
2163	-1011	-1158
2161	-1001	-1151
2160	-993	-1159
2165	-984	-1156
2162	-975	-1155.5
2160	-965	-1154
2158	-955	-1158
2160	-947	-1153
2150	-934	-1151
2150	-925	-1156
2149	-916	-1153
2148	-907	-1160
2144	-895	-1159
2143	-887	-1153
2144	-879	-1151
2135	-867	-1159
2132	-857	-1152
2131	-848	-1157
2130.5	-839	-1155.5
2128	-825.5	-1157.5
2130	-814	-1152
2120	-810	-1157
2123	-802	-1151
2116	-800	-1157
2125	-795	-1155
2121	-785	-1154
2116	-775	-1156
2118	-768	-1159
2122	-769	-1151
2115	-758	-1157
2113	-745.5	-1155.5
2109	-732	-1160
2112	-733	-1151
2108	-724	-1154
2109	-715	-1156
2107	-708	-1155
2102	-696	-1159
2097	-688	-1155
2093.5	-674.5	-1155.5
2094	-663	-1158
2093	-654	-1158
2089	-646	-1158
2086	-629	-1159
2081.5	-615	-1156
2078	-602	-1156
2080	-596	-1156
2075	-586	-1160
2073	-577	-1154
2068	-561	-1158
2073	-570	-1158
2067	-544.5	-1155.5
2066	-537	-1158
2060.5	-524.5	-1155.5
2061	-512	-1153
2056	-504	-1158
2055	-496	-1159
2052	-488	-1158
2051	-476	-1152.5
2051	-465	-1152
2048	-456	-1152
2046	-449	-1157
2042.5	-436	-1155
2041	-425	-1157
2038	-417	-1155
2036	-405	-1158.5
2034	-394	-1152
2033	-386	-1152
2032.67	-376.333	-1156
2028	-363	-1157
2025	-356	-1156
2018	-347	-1151
2015.5	-336	-1155
2011	-325	-1156
2010.67	-315	-1154
2009	-303	-1155
2010	-297	-1155
2007.5	-286	-1156.5
2005	-275	-1153
2003.5	-264.5	-1156
2002	-254	-1151
2000	-248	-1153
1993	-233	-1155
1990	-226	-1156
1991	-215.5	-1156
1989	-205	-1156
1988	-198	-1159
1991	-195.5	-1152
1986	-185	-1160
1982.33	-175	-1155.33
1978	-163	-1153
1975.5	-157	-1155.5
1974	-146	-1156
1973	-136	-1158
1968	-123	-1156
1973	-129	-1158
1969	-115	-1154
1965	-104.5	-1152.5
1961	-94	-1152
1957	-80	-1156
1960	-73	-1157
1958	-66	-1154
1956.5	-56	-1156
1954	-46	-1157
1952	-35	-1155.5
1952	-24	-1158
1948	-11	-1156
1954	-18	-1154
1947	-4	-1157
1938	7	-1151
1944.67	2.33333	-1155.67
1938	15	-1159
1941	14	-1152
1934.75	24.25	-1154.25
1935.67	34.3333	-1154.67
1932.33	44.6667	-1156.33
1929	56	-1152
1935.5	54.5	-1155
1927.5	65.5	-1156
1930	65	-1156
1926.25	74	-1155.5
1924.5	84.5	-1154.75
1922.25	94.5	-1156
1917.5	105	-1158
1920	105	-1154
1917.5	117	-1158
1920	112	-1151
1915	124.5	-1157.5
1915	136.5	-1156
1921	132	-1159
1913.5	143.75	-1155
1911	154.333	-1158.33
1908	164	-1158
1910	167	-1152
1905	173.667	-1155
1902.5	182	-1155
1681.5	1205.5	-1152
1676	1215	-1151
1672	1238	-1152
1667	1260	-1151
1665	1294	-1151
1654	1335.5	-1151.5
1640	1357	-1158
1646	1361	-1152
1595	1573	-1153
1580	1650	-1153
1574	1668	-1151
1561	1711	-1152
1563	1748	-1153
1541	1804.5	-1151.5
1522	1893	-1152
1498	2016	-1151
2183	-1076	-1145
2184	-1058	-1148
2181.5	-1048.5	-1145.5
2174	-1034.5	-1144.5
2164	-1012	-1149
2163	-1002	-1142
2163.5	-994.5	-1145.5
2164	-984	-1146
2162	-965	-1145
2161	-956	-1148
2161	-947	-1144
2154	-936	-1143
2149	-925	-1146
2149	-916	-1143
2147	-906	-1149
2143	-895	-1148
2144	-888	-1143
2145	-871	-1144
2137	-868	-1150
2140	-860	-1146
2133	-849	-1147
2133	-835.5	-1144.5
2127	-821	-1149
2131	-823	-1141
2129	-813	-1142
2128	-804	-1143
2120	-793	-1143
2121	-786	-1145
2121	-777	-1148
2130	-780	-1143
2123	-770	-1142
2117	-755	-1147
2116	-742	-1149
2116	-734	-1144
2111	-725	-1146
2113	-717	-1148
2103	-707	-1142
2105	-697	-1146
2102	-690	-1147
2095.67	-674	-1144.67
2090	-662	-1146
2093	-655	-1149
2088	-645	-1148
2088.5	-637.5	-1146
2085	-629	-1149
2082.5	-615.5	-1147.5
2078	-602	-1146
2078	-595	-1146
2075.5	-586.5	-1145.5
2073	-577	-1144
2068	-561	-1148
2072	-570	-1148
2067	-553	-1150
2071	-554	-1143
2069	-545	-1142
2066	-537	-1148
2071	-539	-1141
2064.5	-525	-1147.5
2063	-513	-1144
2058.5	-504.5	-1145.5
2055.5	-496	-1145.5
2055	-489	-1150
2051.5	-476	-1143.5
2053	-465	-1143
2048	-456	-1143
2043	-448	-1146
2042.5	-436.5	-1145.5
2039	-424	-1146
2039	-417	-1146
2035.33	-403.667	-1145.33
2038	-395	-1145
2035	-386	-1144
2033.5	-375.5	-1145
2032	-364	-1150
2030	-356	-1149
2021.5	-344.5	-1144.5
2014	-332	-1148
2015	-325	-1144
2014	-318	-1144
2009	-303	-1146
2012	-297	-1147
2008	-286	-1147
2001	-275	-1142
2002	-264.5	-1146
1991.33	-237	-1145.33
1992	-226	-1147
1989	-219	-1149
1991	-212	-1144
1991	-206	-1148
1988	-192	-1142
1991	-199	-1142
1985.5	-185	-1145.5
1983	-174	-1143.5
1978	-163	-1143
1977	-157	-1143
1975	-146	-1147.5
1973	-136	-1149
1970.5	-126	-1147.5
1970	-115	-1146
1967.5	-105	-1144.5
1962	-94	-1143
1957	-87	-1149
1961	-87	-1142
1957.5	-76.5	-1147
1959	-66	-1145
1956.33	-54.6667	-1144.67
1956	-46	-1148
1953	-35	-1147
1952	-24	-1149
1949	-11	-1148
1950	-18	-1142
1944	-4	-1146
1942.33	3.66667	-1143
1939	17	-1144
1941	12.5	-1141.5
1936.67	24	-1144.33
1938	33.5	-1145
1934.5	45.5	-1146.75
1930	56.5	-1144.5
1940	52	-1144
1928	65.5	-1147.5
1931	65	-1147
1925	76.5	-1147
1931	72	-1144
1926.5	87	-1146
1931	82	-1145
1923.75	95.25	-1145.25
1917	108	-1149
1921	103	-1145.67
1918	115	-1146.33
1916.33	124.667	-1149
1915	134.667	-1147
1909	148	-1148
1914	145	-1142
1907	154	-1145
1910.25	154.5	-1145.25
1907.5	162.5	-1147.5
1904.33	174	-1145.33
1902	190	-1149
1687	1196.5	-1146.5
1684	1204	-1145
1679	1217	-1143
1682	1210	-1143
1673.5	1226	-1146.5
1674	1230	-1141
1674	1244.67	-1144.67
1668	1252	-1149
1667	1264	-1144.5
1656	1278	-1146
1661	1273	-1145
1670	1271	-1141
1669	1288	-1145
1664	1294	-1141
1663.33	1304.33	-1145.67
1659	1316	-1150
1660	1317	-1141
1656	1324	-1146
1656	1332	-1142
1652	1343	-1144.5
1648	1354	-1149
1650	1356	-1141
1650	1365	-1145
1644.5	1375	-1148
1643	1387	-1145
1641	1397	-1144
1639	1403	-1150
1640	1404	-1141
1638	1413	-1146
1633.5	1424	-1147
1634	1434.5	-1144
1630	1446	-1148
1627	1454	-1146
1625	1462	-1145
1623	1471	-1141
1618	1487	-1142
1621	1480	-1142
1616	1517	-1142
1620	1511	-1150
1612	1524	-1148
1612	1535	-1147
1607	1541	-1142
1605	1551	-1147
1604	1560	-1143
1603	1571	-1146
1602	1580	-1148
1590	1603	-1142
1587	1622	-1141
1581	1663	-1141
1569	1673	-1150
1574	1690	-1142
1569	1731	-1143
1556	1755	-1149
1552	1786	-1150
1549	1795	-1149
1541	1824	-1148
1527	1886	-1145
1524	1909	-1150
1517	1942	-1146
1517	1954	-1145
1510	1961	-1145
1508	1971	-1150
1505	1982	-1149
2182	-1076	-1135
2181	-1066.5	-1135.5
2183	-1058	-1137
2179	-1037	-1132
2167	-1022	-1139
2166	-1013	-1139
2166	-1003	-1133
2167	-996	-1132
2164	-984	-1135
2163	-975.5	-1136
2165	-967	-1136
2165	-958	-1140
2160	-947	-1132
2173	-944	-1133
2152	-935	-1132
2153	-927	-1138
2151	-917	-1134
2148	-907	-1140
2154	-909	-1133
2146.5	-897	-1135
2145	-888	-1134
2142	-878	-1140
2139	-869	-1131
2144	-861	-1138
2139	-851	-1140
2137	-842	-1134
2151	-847	-1131
2135	-832	-1138
2141	-835	-1132
2135	-824	-1133
2132	-815	-1134
2128	-804	-1133
2133.5	-794	-1135.5
2126	-787	-1137
2130	-780	-1133
2120	-760	-1139
2110	-749	-1132
2114	-742	-1138
2118	-735	-1135
2110	-725	-1136
2117.5	-715	-1135.5
2112	-709	-1137
2124	-703	-1131
2107	-695	-1136.5
2099.5	-676.5	-1134
2097	-664	-1139
2095	-655	-1139
2090	-646	-1139
2090	-638	-1132
2087.5	-629.5	-1135.5
2082.5	-616	-1138
2078	-603	-1137
2082	-596	-1138
2076	-587	-1131
2076	-574.5	-1138.5
2071	-562	-1140
2071	-554	-1133
2073	-546	-1135
2073	-539	-1133
2065	-524.333	-1136.33
2065	-513	-1136
2059	-505	-1131
2057	-497	-1132
2055.33	-486.333	-1136.33
2052	-472	-1133
2046	-456	-1132
2046	-444.5	-1138.5
2042	-433	-1134
2038	-424	-1136
2039	-417	-1136
2034	-408	-1136
2031	-393	-1131
2036	-387	-1135
2032.5	-375	-1134.5
2031.5	-364	-1135.5
2030	-356	-1140
2022	-348	-1134
2017.33	-335.333	-1134.67
2019	-326	-1137
2009	-311	-1140
2015	-315	-1134.5
2012	-303	-1138
2013	-297	-1138
2005.33	-286.333	-1134
2001	-275	-1132
1999	-261	-1131
2000	-268	-1139
1997	-254	-1138
1995	-247	-1136
1993.5	-236.5	-1134.5
1992	-226	-1138
1992.33	-217.333	-1136
1988	-205	-1137
1988	-194.5	-1132
1984	-185	-1131
1984	-174.5	-1135
1980	-164	-1135
1976.5	-153.5	-1135.5
1975	-143	-1139
1974	-136	-1135.5
1968.5	-126	-1137
1968	-115	-1136
1965	-101	-1133
1970	-109	-1137
1965	-94	-1135
1963	-87	-1134
1959	-76.5	-1138.5
1962	-80	-1132
1958	-66	-1136
1954	-55.5	-1131.5
1955	-46	-1139
1954	-34	-1136
1948	-24	-1138
1952	-24	-1131
1946.5	-14.5	-1134
1946	-4	-1138
1942	5	-1133.5
1938	17	-1135
1942.5	12.5	-1133
1938	24	-1135.67
1935	35	-1134
1942	35.6667	-1134
1934.5	45	-1135.5
1940	44	-1140
1935	57	-1136
1943	52	-1137
1927	69	-1138
1932.25	65.25	-1135
1926.5	76.5	-1138
1931	72	-1135
1926	85.5	-1135
1931	85	-1139
1924.67	95.3333	-1135.67
1918	108	-1140
1922.33	105	-1134.33
1917.67	117	-1137
1921	113.5	-1133.5
1917.4	124.6	-1136.8
1915.5	134.75	-1136.5
1912.6	144.6	-1135.2
1907	154	-1135
1913	154.5	-1133.5
1905.8	163.8	-1135.4
1905	174	-1136.67
1685	1204	-1136
1682.5	1214.5	-1135
1678	1225	-1137
1677	1232	-1133
1675	1244.5	-1133.5
1669	1253	-1140
1671	1254	-1132
1670	1262	-1133
1668	1278	-1135.5
1673	1273	-1134
1665	1285	-1133
1664	1293	-1131
1664	1306.5	-1135.5
1663	1311	-1131
1656	1324	-1137
1658	1334	-1133
1652.5	1343.5	-1135.5
1652	1357	-1133
1651	1366	-1136
1647.5	1372	-1135.5
1647	1384.67	-1136
1644	1399	-1136
1640	1405	-1131
1641	1415	-1138
1635	1420	-1135
1635	1435.5	-1135
1631.5	1448	-1135
1628	1455	-1137
1627	1464	-1132
1626	1474	-1134
1622.5	1486	-1134
1618	1509	-1138
1622	1501	-1140
1616	1518	-1133
1615.5	1527.5	-1135.5
1613	1536	-1138
1612	1546	-1136
1607	1553	-1138
1606	1563	-1134
1604	1572	-1137
1595	1585	-1138
1602	1580	-1138
1595	1596	-1139
1592	1604	-1133
1589	1613	-1137
1590	1625	-1134
1584	1631	-1138
1590	1637	-1133
1583	1641	-1137
1582	1652	-1134
1585	1667	-1134
1573	1676	-1132
1582	1676	-1137
1576	1692	-1133
1572.5	1705.5	-1140
1572	1712	-1131
1571	1723	-1139
1570	1733	-1134
1569	1744	-1137
1564	1750	-1134
1558	1768	-1138
1562	1761	-1133
1556	1778	-1135
1549	1782	-1137
1553	1799	-1132
1549	1808	-1137
1547	1818	-1136
1555	1815	-1131
1544	1827	-1140
1549	1833	-1133
1545	1841	-1133
1542	1852	-1134
1537	1871	-1134
1526	1885	-1134
1536	1882	-1135
1533	1907	-1140
1531	1917	-1134
1527	1926	-1133
1524	1935	-1135
1518	1956	-1136
1518	1984	-1137
1513	1994	-1134
1508	2001	-1133
1507	2014	-1134
2182	-1067	-1121
2185	-1059	-1127
2181	-1048	-1130
2170	-1024	-1130
2168	-1014	-1130
2173	-1016	-1123
2167	-1004	-1123
2169	-997	-1123
2175	-989	-1121
2164	-976	-1121
2179	-973	-1123
2163	-966	-1125
2164	-958	-1130
2162	-948	-1124
2175	-945	-1124
2149	-925	-1125
2161	-930	-1121
2158	-915.5	-1126
2155.5	-896.5	-1126.5
2143	-878	-1125
2158	-876	-1121
2139	-869	-1121
2139	-851	-1130
2144.5	-857.5	-1126
2136	-825	-1124
2132	-806	-1126
2133	-798	-1129
2125	-778	-1121
2120	-769	-1130
2126	-762	-1123
